epoch,agent/cur_q1,agent/cur_q2,agent/diff_loss,agent/guide_loss,agent/lmbda,agent/policy_grad_norm,agent/policy_loss,agent/policy_weight_norm,agent/qf1_grad_norm,agent/qf1_loss,agent/qf1_weight_norm,agent/qf2_grad_norm,agent/qf2_loss,agent/qf2_weight_norm,agent/qf_loss,agent/tgt_q,agent/tgt_q1,agent/tgt_q2,average_return,average_traj_length,average_normalizd_return,average_10_normalized_return,best_normalized_return,done,train_time,eval_time,epoch_time
1672,199.33282,199.32137,0.11232102,-1.9886723,0.009732346,1.606614,-1.8763512,115.32815,661.37964,21.83963,162.57095,552.2453,23.328556,161.27162,45.168186,200.16397,201.32188,202.18726,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.488540410995483,7.3909759521484375e-06,5.4885478019714355
1673,198.45276,199.23163,0.109622374,-1.9962704,0.009774691,1.0344582,-1.886648,115.35267,475.77142,20.364954,162.60141,470.17114,17.913378,161.30759,38.27833,199.0148,200.54631,199.7665,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.480387926101685,7.3909759521484375e-06,5.480395317077637
1674,199.25758,199.44095,0.1095978,-1.9888347,0.00970465,1.2748746,-1.8792369,115.37295,743.8656,39.950684,162.64798,797.9992,44.515076,161.33395,84.46576,199.35236,201.25595,200.62894,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.442562580108643,7.152557373046875e-06,5.442569732666016
1675,191.66599,191.69757,0.13067177,-1.9933777,0.010086965,1.1396011,-1.862706,115.39354,541.4652,23.601864,162.6849,471.77505,23.846397,161.37529,47.44826,191.67065,193.72081,194.09232,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.4510838985443115,7.867813110351562e-06,5.451091766357422
1676,187.71356,187.51804,0.095208436,-1.9993112,0.010388773,1.6537709,-1.9041028,115.4119,547.16095,22.987892,162.7164,620.17377,24.160248,161.41238,47.14814,188.64487,191.77654,192.004,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.366822004318237,8.106231689453125e-06,5.366830110549927
1677,194.22499,194.42252,0.12228042,-1.9895821,0.009953539,1.6535057,-1.8673017,115.43145,591.6149,26.648495,162.74814,479.05096,26.338852,161.43797,52.987347,194.16914,195.90817,196.18947,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.5734875202178955,7.152557373046875e-06,5.5734946727752686
1678,194.74371,195.17744,0.07903372,-1.98538,0.009929358,0.90536517,-1.9063463,115.45304,662.7057,33.97497,162.80045,629.0795,30.794067,161.48917,64.76904,194.59346,196.47096,196.72401,4333.1445,1000.0,0.9435474405800927,0.9438635538187736,0.9691879150612739,1.0,5.368681907653809,7.62939453125e-06,5.36868953704834
1679,198.30324,198.23306,0.11812639,-1.9946135,0.00981277,0.96139693,-1.8764871,115.48124,980.7079,32.7016,162.83406,837.83777,31.179708,161.52931,63.88131,198.41931,199.58688,199.7468,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.551461935043335,35.024158239364624,40.57562017440796
1680,188.28494,188.60059,0.13008116,-1.9776367,0.010150758,1.1225122,-1.8475555,115.50114,648.8457,39.935192,162.86253,612.64343,41.155293,161.55493,81.090485,188.36363,189.84612,189.49762,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.482882499694824,6.9141387939453125e-06,5.482889413833618
1681,187.7496,187.67178,0.12472196,-1.9867167,0.010353118,1.0475514,-1.8619947,115.5167,672.5246,31.410572,162.88754,707.27405,26.91018,161.59018,58.32075,188.69754,189.87503,189.80243,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.6035988330841064,7.867813110351562e-06,5.603606700897217
1682,187.26321,187.24661,0.12501206,-1.9950135,0.010318538,0.7528516,-1.8700014,115.53705,604.8653,29.40156,162.92322,486.84323,24.503305,161.6218,53.904865,187.22552,188.82162,188.36778,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.493865728378296,8.106231689453125e-06,5.493873834609985
1683,201.31235,201.2102,0.11946558,-1.9922916,0.009701405,1.0594418,-1.872826,115.54177,615.53143,24.673779,162.94876,409.30002,19.090849,161.64867,43.764626,200.97298,202.71928,202.30762,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.615721225738525,8.344650268554688e-06,5.615729570388794
1684,192.8709,193.37158,0.11911607,-1.9806556,0.009984167,0.87408334,-1.8615395,115.56999,656.16315,30.364412,162.97517,614.8461,33.900024,161.67221,64.264435,192.63794,194.55432,194.64209,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.377812147140503,6.9141387939453125e-06,5.377819061279297
1685,197.68796,197.42038,0.09673408,-1.9812304,0.009791506,1.0326697,-1.8844963,115.59111,700.82074,35.23825,163.0207,663.89026,39.14905,161.71678,74.3873,198.56508,199.7579,199.83894,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.507330417633057,7.62939453125e-06,5.507338047027588
1686,195.64243,195.6528,0.12232521,-1.9897667,0.009942341,0.82433987,-1.8674415,115.60023,688.4548,26.529541,163.05547,613.2841,26.458366,161.74686,52.987907,195.34918,196.61948,196.44519,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.341705799102783,7.152557373046875e-06,5.341712951660156
1687,186.48444,186.28824,0.101998396,-1.9929907,0.010443808,1.3403428,-1.8909923,115.619194,638.3108,26.174759,163.10132,448.7755,22.216831,161.7948,48.39159,186.83241,188.33571,188.51944,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.5130250453948975,7.62939453125e-06,5.513032674789429
1688,190.96753,191.41447,0.10725928,-1.9860507,0.010081346,1.4838254,-1.8787915,115.63972,458.7454,24.117706,163.13655,481.12158,25.158947,161.82883,49.276653,190.7973,192.65216,192.52786,4292.4917,980.2,0.934691935571831,0.9443364185928654,0.9691879150612739,1.0,5.464056015014648,6.198883056640625e-06,5.464062213897705
1689,194.2171,193.66219,0.095564194,-1.9798964,0.009897871,1.6123548,-1.8843322,115.6592,493.90543,20.091362,163.17374,362.72363,17.262901,161.861,37.354263,193.47018,195.00279,195.47444,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.604691743850708,35.083598375320435,40.68829011917114
1690,193.80032,193.73392,0.11878547,-1.9909536,0.009984428,1.2037005,-1.8721681,115.67056,384.6093,23.012825,163.20905,337.92682,19.28642,161.89594,42.299248,193.70895,194.6001,195.01112,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.493562698364258,7.62939453125e-06,5.493570327758789
1691,193.85896,194.45804,0.107816875,-1.9869434,0.009885916,1.2205997,-1.8791265,115.696266,496.51828,40.943623,163.24411,530.61426,41.92221,161.94373,82.86583,193.77565,195.70651,195.36554,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.54839301109314,7.62939453125e-06,5.548400640487671
1692,200.64867,200.54236,0.10356598,-1.9760846,0.009628581,1.0630265,-1.8725187,115.7164,444.34763,22.81472,163.29791,478.87198,24.671482,161.98886,47.486202,201.19772,202.27852,202.57495,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.6302409172058105,1.2636184692382812e-05,5.630253553390503
1693,195.41754,195.60791,0.106860355,-1.9750283,0.009824724,0.959352,-1.8681679,115.7338,658.2121,32.44034,163.33725,617.0238,31.289368,162.02463,63.729706,196.02594,196.64938,196.90639,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.555161714553833,7.867813110351562e-06,5.555169582366943
1694,204.3363,204.15613,0.086802654,-1.9839625,0.009480247,1.3919654,-1.8971599,115.76072,464.68643,21.138214,163.38155,472.20312,22.866014,162.05833,44.004227,204.01645,206.02435,205.7641,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.629314661026001,7.152557373046875e-06,5.629321813583374
1695,188.56572,188.46452,0.09396681,-1.9736443,0.010098688,0.9777626,-1.8796774,115.774055,537.10376,33.94857,163.4161,616.6603,31.406874,162.0906,65.355446,188.89084,190.44592,189.88928,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.632134437561035,6.4373016357421875e-06,5.632140874862671
1696,204.33951,204.42673,0.09621732,-1.989258,0.009515907,1.0034047,-1.8930408,115.78552,844.94366,34.858547,163.45302,746.95056,33.324375,162.13083,68.18292,203.30177,204.93748,204.25581,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.525267124176025,1.0728836059570312e-05,5.525277853012085
1697,191.3878,191.5727,0.09897623,-1.9798573,0.0101012895,1.3253385,-1.8808811,115.7979,540.88727,27.76226,163.49081,599.3753,34.26829,162.16742,62.030552,191.33163,193.19522,193.31628,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.383543252944946,6.9141387939453125e-06,5.38355016708374
1698,203.94922,204.05222,0.0630338,-1.9879833,0.009491782,2.3073988,-1.9249495,115.81923,613.162,30.378805,163.51222,567.927,26.713207,162.18906,57.09201,204.36983,206.3676,205.66856,4368.2407,1000.0,0.9511924350390804,0.942573127885667,0.9691879150612739,1.0,5.542806148529053,7.867813110351562e-06,5.542814016342163
1699,191.56998,191.88591,0.10590604,-1.9857882,0.0100150155,1.132117,-1.8798822,115.83394,627.1733,28.603561,163.53386,488.67587,28.01466,162.21623,56.61822,192.46878,193.95178,193.28555,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.5937230587005615,35.49112105369568,41.08484411239624
1700,189.54214,189.74767,0.09808885,-1.9864876,0.0102086235,1.128005,-1.8883988,115.85667,516.09595,28.000366,163.54716,487.50378,26.84506,162.2331,54.84543,189.6589,190.85503,191.04617,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.6836583614349365,7.62939453125e-06,5.683665990829468
1701,202.25465,202.30792,0.08345903,-1.9898888,0.009603593,1.9837217,-1.9064298,115.88112,551.1333,23.997488,163.58669,456.0941,20.627077,162.2733,44.624565,202.68356,203.78845,203.86082,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.5603859424591064,7.867813110351562e-06,5.560393810272217
1702,187.9332,187.2208,0.098043926,-1.9848771,0.010197963,1.249542,-1.8868332,115.9051,624.3541,34.153183,163.61215,605.91364,32.413696,162.30138,66.56688,187.79251,189.81622,189.63126,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.544092893600464,9.298324584960938e-06,5.544102191925049
1703,193.21365,192.97513,0.11072741,-1.977938,0.009985974,2.3994758,-1.8672106,115.92458,445.00687,19.863777,163.64624,643.7529,25.556507,162.33978,45.420284,192.6052,194.50473,194.22847,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.5573344230651855,9.059906005859375e-06,5.557343482971191
1704,206.6654,205.84564,0.09628543,-1.9873619,0.009342784,1.2283583,-1.8910764,115.94268,781.1766,34.148403,163.68613,708.0368,37.2062,162.35844,71.3546,205.97064,207.2081,206.6384,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.573020935058594,6.9141387939453125e-06,5.573027849197388
1705,194.86972,194.30502,0.103471704,-1.9682896,0.009846445,1.4113681,-1.8648179,115.96413,534.67706,27.934883,163.7413,689.53705,32.814865,162.38914,60.74975,195.12482,196.34625,196.30646,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.5914599895477295,7.62939453125e-06,5.591467618942261
1706,196.8208,197.32097,0.11101874,-1.9803234,0.009813991,0.82635015,-1.8693047,115.99445,461.615,21.823214,163.76093,446.18756,23.743896,162.42203,45.56711,197.15201,199.1658,198.59329,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.600531101226807,7.867813110351562e-06,5.600538969039917
1707,186.75504,186.53226,0.113886416,-1.983492,0.010273071,1.1870538,-1.8696055,116.01179,641.1532,24.667038,163.78595,594.916,21.805977,162.44873,46.473015,185.94891,187.39597,187.80707,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.54223895072937,6.9141387939453125e-06,5.542245864868164
1708,189.29097,189.77295,0.101025686,-1.9666979,0.01016173,0.90017366,-1.8656722,116.0312,397.24493,17.495937,163.82443,427.35,19.157589,162.48883,36.653526,189.23984,190.88007,189.9935,4335.0073,1000.0,0.9439532078729069,0.9423843289347733,0.9691879150612739,1.0,5.5550377368927,6.67572021484375e-06,5.555044412612915
1709,201.93164,201.9813,0.09360952,-1.9909552,0.009614997,2.3377473,-1.8973457,116.05152,528.6364,36.44719,163.86012,470.84634,34.436493,162.5306,70.88368,202.04266,203.06409,203.25987,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.3593480587005615,46.11528944969177,51.474637508392334
1710,191.76193,191.88757,0.10089515,-1.98775,0.010059757,1.2952704,-1.8868549,116.07239,395.1867,19.680836,163.90437,386.14432,22.51192,162.5603,42.192757,191.8495,193.07874,193.10321,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.541539907455444,7.3909759521484375e-06,5.5415472984313965
1711,191.51315,191.83777,0.09659159,-1.9881389,0.010007068,1.2497418,-1.8915473,116.08818,544.9107,27.438175,163.94269,659.2836,32.434006,162.5952,59.87218,190.8292,192.22014,192.1442,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.376903772354126,7.867813110351562e-06,5.376911640167236
1712,194.90231,195.01727,0.11606892,-1.9909236,0.009960009,2.4600375,-1.8748547,116.10804,659.05615,22.873302,163.97008,629.824,23.426447,162.62515,46.29975,194.94914,197.16684,197.18814,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.34857439994812,6.67572021484375e-06,5.348581075668335
1713,195.53021,195.76369,0.10524754,-1.9860591,0.009910445,1.3121382,-1.8808116,116.1192,475.8095,21.58599,164.00105,434.77002,20.502848,162.65125,42.088837,195.8039,197.79266,197.59375,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.548222303390503,8.106231689453125e-06,5.548230409622192
1714,201.13657,200.87862,0.09175662,-1.9920423,0.009628859,1.4037303,-1.9002857,116.13733,444.5119,24.35701,164.04047,573.9941,28.09218,162.68922,52.44919,201.26239,202.47876,202.38678,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.492295742034912,7.3909759521484375e-06,5.492303133010864
1715,199.7919,199.85674,0.08425976,-1.98003,0.00963681,1.790406,-1.8957702,116.16175,598.14557,25.779118,164.08514,514.909,27.147556,162.72029,52.926674,199.91193,201.35843,200.9385,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.396796703338623,7.62939453125e-06,5.396804332733154
1716,195.30246,195.30045,0.08369619,-1.9800438,0.009842142,1.977312,-1.8963475,116.18465,473.3938,23.29912,164.11655,480.9478,23.834408,162.75658,47.13353,195.2089,196.53018,196.65239,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.513312578201294,7.152557373046875e-06,5.513319730758667
1717,195.5958,196.0282,0.102584265,-1.9872246,0.009792687,1.2804245,-1.8846403,116.20228,610.14856,33.38179,164.14299,661.37946,35.164703,162.77617,68.54649,195.23364,196.54001,196.57794,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.531448125839233,6.4373016357421875e-06,5.531454563140869
1718,199.67233,199.89537,0.101017445,-1.9996586,0.009760345,0.83909726,-1.8986411,116.21605,761.4317,27.073698,164.18431,479.1284,21.982964,162.82266,49.056664,199.83939,200.99567,200.77112,4347.2173,1000.0,0.9466128349029266,0.9428376610590835,0.9691879150612739,1.0,5.506067991256714,8.106231689453125e-06,5.506076097488403
1719,188.90622,189.03235,0.11145659,-1.986386,0.010208,0.9963777,-1.8749293,116.24004,687.303,40.998207,164.22949,712.42535,41.87739,162.85365,82.875595,188.86374,190.86368,190.37476,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.427069425582886,35.502201557159424,40.92927098274231
1720,180.59012,180.43881,0.13761814,-1.9764744,0.010639576,0.76411164,-1.8388562,116.26677,538.0537,26.227861,164.25139,490.2411,24.62128,162.88495,50.849144,181.26064,182.82408,183.51593,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.587543249130249,8.821487426757812e-06,5.587552070617676
1721,192.29291,192.4749,0.10092296,-1.9809927,0.010013059,1.1495862,-1.8800697,116.279465,774.7184,36.104607,164.29315,681.30023,32.894638,162.9124,68.999245,193.45416,195.25186,194.85294,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.427939414978027,7.62939453125e-06,5.427947044372559
1722,188.84853,188.90799,0.09997608,-1.9832008,0.010185254,2.067034,-1.8832247,116.30455,693.41315,24.513994,164.33237,615.80145,22.456356,162.9472,46.970352,188.168,189.19244,189.08727,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.586429834365845,8.821487426757812e-06,5.5864386558532715
1723,189.21805,189.33281,0.120708525,-1.9856807,0.010181496,1.8611561,-1.8649721,116.32342,566.34436,28.287169,164.36888,700.0802,35.06234,162.98862,63.34951,189.4032,191.13713,191.02776,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.6329779624938965,5.9604644775390625e-06,5.632983922958374
1724,177.25995,177.22214,0.10442388,-1.9589218,0.010673317,1.0498993,-1.8544979,116.33664,628.88306,35.044758,164.40132,918.5412,42.2324,163.00864,77.27716,177.13184,179.24002,178.66856,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.694651126861572,7.62939453125e-06,5.6946587562561035
1725,213.42137,212.69281,0.10571216,-1.9883033,0.009182089,0.7718925,-1.8825911,116.35852,452.14307,17.98227,164.42305,465.15604,22.689104,163.0526,40.67137,212.97363,214.46426,213.69594,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.5605363845825195,7.152557373046875e-06,5.560543537139893
1726,191.7861,191.78873,0.14629948,-1.9806013,0.010109957,0.93748605,-1.8343018,116.37748,769.8201,35.842766,164.45139,787.5144,36.54518,163.08864,72.38795,191.09799,192.48514,192.16063,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.456073999404907,6.4373016357421875e-06,5.456080436706543
1727,180.29312,180.5192,0.12130889,-1.9608287,0.010534471,0.80860907,-1.8395197,116.40592,605.1115,31.69079,164.4933,576.2021,32.657368,163.12518,64.34816,179.6612,181.26176,181.24753,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.442073345184326,9.059906005859375e-06,5.442082405090332
1728,201.34625,201.81512,0.094959185,-1.9921854,0.0096488,1.503237,-1.8972262,116.41821,650.31195,33.41136,164.5261,691.4254,33.85736,163.151,67.26872,200.7716,201.92935,202.22061,4331.9585,1000.0,0.9432891360712983,0.942761680072525,0.9691879150612739,1.0,5.370797157287598,8.58306884765625e-06,5.370805740356445
1729,198.32742,198.23126,0.09932071,-1.9858701,0.009750693,1.1974531,-1.8865495,116.43968,472.32568,26.412966,164.54813,524.3857,30.154074,163.1702,56.56704,198.09659,199.72061,199.74649,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.671891689300537,45.97004008293152,51.641931772232056
1730,189.78705,189.95358,0.1039713,-1.9853107,0.01014524,0.90383834,-1.8813393,116.45673,759.8233,27.11079,164.58513,584.09705,27.432796,163.2008,54.543587,191.08173,191.88278,192.0838,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.599434852600098,8.106231689453125e-06,5.599442958831787
1731,190.90039,191.10966,0.1380226,-1.9872301,0.010058092,0.6915683,-1.8492074,116.48967,857.7148,39.210052,164.61581,800.7504,42.13089,163.2361,81.34094,190.73553,192.70746,192.40576,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.589150667190552,1.3589859008789062e-05,5.5891642570495605
1732,187.06142,187.14279,0.14310132,-1.9803219,0.010282302,0.85593057,-1.8372205,116.511345,599.6946,29.356075,164.6405,546.0814,29.931496,163.25203,59.28757,187.52457,189.36469,188.73143,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.463963747024536,6.4373016357421875e-06,5.463970184326172
1733,199.8246,199.82321,0.13180426,-1.9878843,0.009708788,2.094595,-1.85608,116.52266,614.7421,25.543652,164.67021,531.7372,26.465801,163.28052,52.009453,199.85254,200.98915,200.6979,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.4679834842681885,6.67572021484375e-06,5.467990159988403
1734,199.52115,199.29333,0.10740304,-1.9861076,0.0096897,1.2429614,-1.8787045,116.54436,661.7807,32.331356,164.69228,549.1028,30.651014,163.31854,62.98237,198.56651,200.004,199.86227,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.568953275680542,8.344650268554688e-06,5.5689616203308105
1735,198.41547,198.01437,0.12643707,-1.9900362,0.009805049,0.904576,-1.8635992,116.57472,331.14752,17.539232,164.73697,441.46555,16.923536,163.36052,34.46277,198.8603,200.83414,200.72871,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.375078916549683,8.106231689453125e-06,5.375087022781372
1736,196.35199,196.14017,0.1358555,-1.9726185,0.0098017575,1.4751103,-1.8367629,116.59468,491.67627,22.785976,164.78235,489.19876,25.899397,163.39543,48.68537,195.76585,196.94778,196.78296,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.5631020069122314,7.867813110351562e-06,5.563109874725342
1737,181.10776,180.95287,0.10384071,-1.9652354,0.01053856,1.4466369,-1.8613946,116.61085,758.1542,46.75089,164.81464,751.51086,45.466175,163.43127,92.217064,181.41104,182.7078,182.74005,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.481966018676758,7.867813110351562e-06,5.481973886489868
1738,185.2258,184.65555,0.10520843,-1.9797395,0.010286303,1.1495591,-1.8745311,116.62179,480.86423,20.496807,164.86055,482.7022,20.269922,163.46898,40.76673,184.8107,186.20596,185.94846,4278.575,993.0,0.931660380894652,0.9404774938862577,0.9691879150612739,1.0,5.563372373580933,7.867813110351562e-06,5.563380241394043
1739,203.54227,203.73022,0.104790255,-1.979625,0.009542443,1.1945443,-1.8748348,116.63996,539.3096,28.87337,164.90788,375.4814,22.14835,163.50742,51.02172,204.26082,205.32874,205.5217,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.419025421142578,35.862380027770996,41.281405448913574
1740,198.61786,198.90588,0.14016214,-1.9794948,0.009705012,1.743678,-1.8393327,116.67256,563.397,25.807396,164.94356,578.6395,23.922503,163.54375,49.729897,197.9025,199.49776,199.05951,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.447261333465576,8.344650268554688e-06,5.447269678115845
1741,196.69025,196.66187,0.099113956,-1.9709492,0.0098024905,2.4104695,-1.8718352,116.695465,490.41953,21.81931,164.98672,478.61395,22.974165,163.59578,44.793472,197.21355,198.5824,198.70909,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.692282438278198,7.867813110351562e-06,5.692290306091309
1742,194.67638,194.41922,0.08677673,-1.9811635,0.009946161,1.093198,-1.8943868,116.717155,623.6057,26.08378,165.02881,485.90387,21.77997,163.62738,47.86375,194.76967,196.67798,196.75204,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.4406867027282715,6.9141387939453125e-06,5.440693616867065
1743,198.32968,198.24794,0.081774816,-1.987286,0.009740159,1.7414467,-1.9055111,116.73431,751.9581,36.787857,165.08298,728.2053,38.969242,163.66869,75.757095,199.20355,200.78674,200.34085,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.7085065841674805,7.867813110351562e-06,5.708514451980591
1744,186.745,187.07578,0.10637234,-1.966713,0.010258003,0.70915896,-1.8603406,116.75067,620.58484,35.594215,165.11679,624.2189,31.763618,163.71428,67.357834,185.71414,186.70647,187.26654,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.630526542663574,7.3909759521484375e-06,5.630533933639526
1745,198.55289,198.32147,0.10502443,-1.9760234,0.009717874,0.7771549,-1.870999,116.7659,495.45148,24.294718,165.15608,579.7641,24.149937,163.73685,48.444656,198.64172,200.59814,200.41573,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.4898059368133545,6.198883056640625e-06,5.489812135696411
1746,193.64459,193.74893,0.09706076,-1.9788694,0.009903906,0.9538945,-1.8818086,116.7935,656.62067,31.398497,165.19638,499.5972,24.779402,163.7698,56.1779,193.15878,194.27924,194.33746,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.475482225418091,8.344650268554688e-06,5.475490570068359
1747,193.27179,193.39647,0.112621106,-1.9899151,0.010060406,0.92004335,-1.8772941,116.81599,593.9656,34.265934,165.2418,631.8502,34.765606,163.8043,69.03154,193.07574,195.60577,195.07825,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.480085372924805,6.9141387939453125e-06,5.480092287063599
1748,192.21426,191.25308,0.113463216,-1.973698,0.010068969,1.2430894,-1.8602349,116.83873,580.37823,22.836805,165.28679,680.9909,28.198566,163.83289,51.03537,191.72124,192.94739,192.90727,4305.222,1000.0,0.9374648985579329,0.944268857897202,0.9691879150612739,1.0,5.721143007278442,9.298324584960938e-06,5.721152305603027
1749,194.69638,194.43204,0.12023696,-1.9879472,0.009916052,1.2192463,-1.8677102,116.859024,530.7352,26.271387,165.31393,530.8964,27.015474,163.86346,53.28686,194.39995,196.71286,196.95413,4205.56,973.1,0.9157552475269503,0.9389255911437699,0.9691879150612739,1.0,5.532504320144653,45.069096088409424,50.60160040855408
1750,194.44102,193.87766,0.100587025,-1.984564,0.009903076,1.3839788,-1.8839769,116.86676,481.77158,21.457535,165.35707,648.48975,28.183308,163.90334,49.640842,194.23352,195.50354,195.40594,4205.56,973.1,0.9157552475269503,0.9389255911437699,0.9691879150612739,1.0,5.379045248031616,5.9604644775390625e-06,5.379051208496094
1751,189.30804,189.02892,0.14387079,-1.9701968,0.010099485,1.4816206,-1.826326,116.890755,533.37067,25.288187,165.38156,574.84656,27.051168,163.91537,52.339355,189.72679,191.21503,191.16693,4205.56,973.1,0.9157552475269503,0.9389255911437699,0.9691879150612739,1.0,5.555171489715576,6.9141387939453125e-06,5.55517840385437
1752,192.07642,192.09052,0.11383405,-1.9916383,0.0100914305,1.498055,-1.8778043,116.90655,692.62115,25.653898,165.39467,672.9114,28.996008,163.93536,54.649906,193.00067,194.74152,194.02768,4205.56,973.1,0.9157552475269503,0.9389255911437699,0.9691879150612739,1.0,5.524704217910767,7.62939453125e-06,5.524711847305298
1753,203.35709,203.97392,0.105334505,-1.9952003,0.009551906,1.2661363,-1.8898658,116.92992,768.2785,31.049656,165.42453,652.7134,34.356274,163.9579,65.40593,204.06006,205.36417,205.00713,4205.56,973.1,0.9157552475269503,0.9389255911437699,0.9691879150612739,1.0,5.5277793407440186,7.3909759521484375e-06,5.527786731719971
